"OIL_ANAL FILE"
"UWI","Area_code","Formtn_code","Pool_seq","Wa_num","Drillng_event_seq","Oil_lab_num","Sample_point_code","Test_Perf_Flag","Oil_anlyss_base_depth (m)","Oil_anlyss_top_depth (m)","Sample_date","Bsw_total","Reltv_densty (kg/m3)","Abslt_oil_densty (kg/m3)","Api_gravty","Tot_sulphr_mass_fractn","Pour_point_usb_m (C)","Distlltn_crackd (C)","Naphtha_fractn_200C","Kersn_fractn_275C","Light_gas_oil_fractn_350C","Charctrzed_factor","Invert_mud_sample","Oil_anlyss_comments","Pour_point_astm (C)","Press_recvd (kPa)","Temp_recvd (C)","Distlltn_method_type","Final_boil_point (C)","Project_code"
"100010408014W600","9021","5000","A","31982","00","6231-52136-17-3","SEP","","4963.5","2057","20170319","","","726.3","","","","","0","0","0","","","Pour Point Detection Limit = -60°C.","-60","","","","","00"
"100163307914W600","9021","5000","A","31983","00","6231-52136-17-7","SEP","","4819.5","2093","20170319","","","719.7","","","","","0","0","0","","","Pour Point Detection Limit = -60°C.","-60","","","","","00"
"100153307914W600","9021","5000","A","31984","00","6287-52136-17-11","SEP","","4562.5","2077","20170405","","","716.6","","","","","0","0","0","","","Pour Point Detection Limit = -60°C.","-60","","","","","00"
"100103307914W600","9021","5000","A","31985","00","6287-52136-17-7","SEP","","4614","2067","20170404","","","721","","","","","0","0","0","","","Pour Point Detection Limit = -60°C.","-60","","","","","00"
"200D050I094B0900","9022","5000","A","32002","00","2335485","SEP","","4664","2060.9","20181016","",".71","709.4","67.9","0","","",".83","","","","","","","","","D86-Modified","268","00"
"200D050I094B0900","9022","5000","A","32002","00","6445-52136-17-9","WHD","","4664","2060.9","20170601","","","738.5","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-54","","","","","00"
"200D041J094B0900","9022","5000","A","32003","00","1597-52134-17-3","WHD","","4544","2125.76","20170612","","","729.6","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"200B041J094B0900","9022","5000","A","32004","00","6445-52136-17-5","SEP","","4255","2060.94","20170530","","","728.4","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-57","","","","","00"
"100101807714W600","9021","5000","A","32010","00","17OF276614D","OTH","","6653.5","2572.5","20171026",".001",".718","717","65.69",".00091","","",".84",".11",".03","12.1","","","-54","","","A.S.T.M. D-86","287","00"
"100041508118W602","9021","5000","A","32012","02","9226-52136-17-3","OTH","","4427.5","2333","20170720","","","794.7","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-21","","","","","00"
"102041508118W600","9021","5000","A","32013","00","9227-52136-17-3","OTH","","4347.5","2255","20170720","","","788.5","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-30","","","","","00"
"100011308118W602","9021","5000","A","32016","02","17OF249828H","SEP","","4277.3","2366","20170816",".001",".797","796.7","45.96",".0185","","",".38",".16",".16","12.2","","","-6","","","A.S.T.M. D-86","357.1","00"
"103011308118W600","9021","5000","A","32017","00","17OF248340K","SEP","","4191.7","2270","20170812",".001",".792","791.2","47.2",".02083","","",".4",".18",".16","12.2","","","-9","","","A.S.T.M. D-86","356.8","00"
"107011308118W600","9021","5000","A","32019","00","17OF249828F","SEP","","4260.6","2292","20170816",".001",".79","788.9","47.7",".01983","","",".47",".18",".21","12.2","","","-18","","","A.S.T.M. D-86","357","00"
"100041308118W600","9021","5000","A","32022","00","17OF248200B","SEP","","4367.2","2480","20170811",".001",".799","798.8","45.49",".01848","","",".36",".17",".18","12.1","","","-27","","","A.S.T.M. D-86","356.9","00"
"102041308118W600","9021","5000","A","32023","00","17OF248340H","SEP","","3581.5","2657","20170812",".001",".777","775.9","50.71",".01696","","",".51",".17",".12","12.1","","","-33","","","A.S.T.M. D-86","357.1","00"
"100011408118W600","9021","5000","A","32024","00","17OF248340G","SEP","","4332.7","2478","20170812",".001",".788","786.8","48.19",".01831","","",".46",".17",".15","12.2","","","-21","","","A.S.T.M. D-86","356.7","00"
"103041308118W600","9021","5000","A","32025","00","17OF248340I","SEP","","4326.7","2532","20170812",".001",".79","789.3","47.62",".0185","","",".4",".18",".17","12.1","","","-18","","","A.S.T.M. D-86","356.7","00"
"102020608117W600","9021","5000","A","32026","00","9075-52136-18-3","SEP","","4348.6","2248","20180306",".001","","756.7","","","","","0","0","0","","","Free water (volume %) = 9","-60","","","","","00"
"103020608117W600","9021","5000","A","32027","00","9073-52136-18-3","SEP","","4527.8","2355","20180306",".002","","777.8","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-33","","","","","00"
"104020608117W600","9021","5000","A","32028","00","9072-52136-18-3","SEP","","4499.8","2339","20180306","","","744.5","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"105020608117W600","9021","5000","A","32029","00","9074-52136-18-3","SEP","","4493.1","2404","20180306","","","756.2","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"106020608117W600","9021","5000","A","32030","00","9090-52136-18-3","SEP","","4436.8","2324","20180316","","","749","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"102010808214W600","9021","5000","A","32032","00","17F190672A","SEP","","3696.4","2177.7","20170225",".001",".819","817.9","41.34",".08917","","",".4",".15",".16","12","","BS&W performed on oil portion only","-36","","","A.S.T.M. D-86","357.4","62"
"100142408723W600","","","","32048","00","9284-52136-2016-3","OTH","","1923.7","1910.3","20161212","0","","797.3","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-15","","","ASTM D-86","",""
"100073508623W602","9022","5000","A","32053","02","9027-52136-17-3","SEP","","4700","1987","20170127","","","789.5","","","","","0","0","0","","","","-39","","","","","00"
"202B029I094A1300","9022","5000","A","32058","00","20F580227","OTH","","4254.3","1778.5","20200224",".002",".772","771.7","51.71",".46209","","",".49",".17",".19","12.1","","","-18","","","A.S.T.M. D-86","356.9","00"
"202B029I094A1300","9022","5000","A","32058","00","20OF642594A","MET","","4295","1725","20200811",".001",".767","766.4","52.98",".51116","","","0","0","0","12.1","","D-86 Distillation not performed due to insufficient amount of oil sample","-24","","","A.S.T.M. D-86","0","00"
"202B029I094A1300","9022","5000","A","32058","00","21OF840604A","SEP","","4295","1725","20211129",".001",".778","777.3","50.38",".50167","","",".63",".13",".1","12.1","","BS&W performed on oil portion only.","-36","","","A.S.T.M. D-86","357.5","00"
"200D033I094A1300","9022","5000","A","32067","00","20OF642594D","MET","","4277","1846","20200812",".001",".767","766.2","53.03",".53278","","",".64",".12",".13","12.1","","","-30","","","A.S.T.M. D-86","357","00"
"200D033I094A1300","9022","5000","A","32067","00","21OF811531M","MET","","4277","1846","20211001",".001",".747","746.7","57.83",".50798","","",".74",".1",".09","11.9","","BS&W performed on oil portion only.","-36","","","A.S.T.M. D-86","357.3","00"
"100121307714W600","9021","5000","A","32174","00","3038-52134-17-3","OTH","","5034","2307","20171114","","","736.3","","","","","0","0","0","","","Viscosity Graph not available at low values.","-42","","","","","00"
"100122807714W600","9021","5000","A","32175","00","3011-52134-17-3","OTH","","5186.1","2371","20171112","","","749.7","","","","","0","0","0","","","Viscosity Graph not available at low values.","-33","","","","","00"
"100141407715W600","9021","5000","A","32185","00","17OF293474D","SEP","","6627.7","2751","20171209",".001",".714","713.6","66.61",".00432","","",".81",".12",".05","12.2","","","-33","","","A.S.T.M. D-86","303.8","00"
"102141407715W600","9021","5000","A","32186","00","17OF293432G","SEP","","6575.1","2926","20171208",".001",".717","715.9","65.99",".0031","","",".82",".11",".04","12.2","","","-45","","","A.S.T.M. D-86","308.3","00"
"104130407714W600","9021","5000","A","32187","00","17OF293432J","SEP","","5563.9","3007","20171208",".001",".714","713.4","66.68",".00298","","",".81",".12",".06","12.3","","","-36","","","A.S.T.M. D-86","315","00"
"104040907714W600","9021","5000","A","32188","00","17OF293432F","SEP","","5388.7","2832","20171208",".001",".716","715.2","66.17",".00476","","",".8",".12",".06","12.3","","","-45","","","A.S.T.M. D-86","305.3","00"
"100090507714W600","9021","5000","A","32189","00","17OF293474C","SEP","","5343.4","3051","20171209",".001",".717","716.6","65.79",".00219","","",".84",".14","0","12.2","","","-45","","","A.S.T.M. D-86","318.1","00"
"102130407714W600","9021","5000","A","32191","00","17OF293432H","SEP","","5414.2","2845","20171208",".001",".717","716.3","65.88",".00218","","",".79",".12",".07","12.3","","","-36","","","A.S.T.M. D-86","320.1","00"
"103130407714W600","9021","5000","A","32192","00","17OF293432I","SEP","","5539.3","2994","20171208",".001",".715","714.1","66.49",".00345","","",".8",".12",".06","12.3","","","-39","","","A.S.T.M. D-86","314.3","00"
"102151608015W600","9021","5000","A","32202","00","6542-52136-17-7","MET","","3652.5","2126","20170718","","","707.2","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-60","","","","","00"
"103033607918W600","9021","5000","A","32203","00","17OF259882A","SEP","","4188","2424.1","20170913",".001","","731.9","61.68",".00427","","",".84",".13","0","11.8","","","-66","","","A.S.T.M. D-86","283.2","00"
"100010608113W600","9021","5000","A","32231","00","17F190672","SEP","","3629.9","2154.7","20170225",".001",".821","820.1","40.9",".10896","","",".38",".16",".17","12","","BS&W performed on oil portion only","-33","","","A.S.T.M. D-86","357.5","62"
"100162108424W600","9022","5000","A","32248","00","9116-52136-18-3","OTH","","4102.6","2096","20180408","","","782.1","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-24","","","","","00"
"100132208424W602","9022","5000","A","32249","02","9089-52136-17-3","SS","","3336.3","2037","20170326","","","782.4","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-30","","","","","00"
"200C068H094G0800","9022","5000","A","32253","00","9160-52136-17-15","SEP","","3901","1909.6","20170425","","","740","","","","","0","0","0","","","","-54","","","","","00"
"100081808113W600","9021","5000","A","32254","00","18F370974","SS","","3655","2264","20180807",".001",".836","835","37.82",".14041","","","0","0","0","12","","","-33","","","A.S.T.M. D-86","0","62"
"100081808113W600","9021","5000","A","32254","00","18F385707","SS","","3655","2264","20180914",".001",".807","806.5","43.79",".11125","","",".42",".12",".11","12","","","-12","","","A.S.T.M. D-86","356.8","62"
"100140308116W600","9021","5000","A","32279","00","6843-52136-16-11","SEP","","4137.1","2111","20161219","","","788.8","","","","","0","0","0","","","","-21","","","","","00"
"100031008116W600","9021","5000","A","32280","00","6843-52136-16-7","SEP","","4297.4","2172","20161219","","","793.2","","","","","0","0","0","","","","-24","","","","","00"
"100151207715W600","9021","5000","A","32283","00","17OF215396B","SEP","","5824.56","2810.09","20170515",".001",".728","727.2","62.91",".00228","","",".81",".13",".04","12.3","","","-42","","","A.S.T.M. D-86","305.7","00"
"102151207715W602","9021","5000","A","32284","02","17OF217657D","SEP","","5946.7","2807.2","20170520",".001",".719","718.6","65.25",".00397","","",".85",".13","0","12.2","","","-60","","","A.S.T.M. D-86","284.1","00"
"100111207715W600","9021","5000","A","32285","00","17OF215032B","SEP","","5875.01","2760","20170513",".001",".725","724.6","63.62",".00207","","",".83",".12",".03","12.3","","","-48","","","A.S.T.M. D-86","299.7","00"
"100141207715W600","9021","5000","A","32286","00","17OF217657C","SEP","","5981.6","2956.8","20170520",".001",".718","717.5","65.55",".00059","","",".86",".09",".04","12.2","","","-63","","","A.S.T.M. D-86","281.8","00"
"100132008117W600","9021","5000","A","32301","00","2458220","SEP","","3878","2108","20191023","",".783","781.9","49.4",".0003","","364",".39",".16",".15","","","","","","","D86-Modified","","00"
"100161908117W600","9021","5000","A","32302","00","2458232","SEP","","4145","2021","20191023","",".796","795.1","46.4",".0005","","357",".38",".15","","","","","","","","D86-Modified","","00"
"100151908117W600","9021","5000","A","32303","00","2458228","SEP","","4550","2084","20191023","",".783","782.7","49.2",".0003","","371",".4",".15",".15","","","","","","","D86-Modified","","00"
"100141908117W600","9021","5000","A","32304","00","2458224","SEP","","4874","2020","20191023","",".792","791.7","47.2",".0003","","361",".38",".17","","","","","","","","D86-Modified","","00"
"102131908117W600","9021","5000","A","32305","00","2458236","SEP","","5354","2108","20191023","",".785","784.7","48.8",".0003","","370",".4",".16",".14","","","","","","","D86-Modified","","00"
"100131908117W600","9021","5000","A","32306","00","2458216","SEP","","5272","2031","20191023","",".789","788.7","47.9",".0003","","364",".39",".16",".16","","","","","","","D86-Modified","","00"
"100010708116W600","9021","5000","A","32309","00","9188-52136-17-15","OTH","","3578","2127","20170609","","","800.8","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-24","","","","","62"
"105040808116W600","9021","5000","A","32310","00","9191-52136-17-7","OTH","","3747","2146","20170615","","","806.6","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-33","","","","","62"
"102050808116W600","9021","5000","A","32311","00","9188-52136-17-7","OTH","","3578","2167","20170609","","","799.3","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-27","","","","","62"
"100050808116W600","9021","5000","A","32312","00","9191-52136-17-3","OTH","","4049","2101","20170615","","","801.4","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-33","","","","","62"
"105131208117W600","9021","5000","A","32313","00","9191-52136-17-11","OTH","","3472","2099","20170615","","","802.3","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-36","","","","","62"
"104131208117W600","9021","5000","A","32314","00","9188-52136-17-11","OTH","","3465","2043","20170609","","","799.2","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-33","","","","","62"
"103131208117W600","9021","5000","A","32315","00","9191-52136-17-15","OTH","","3364","2066","20170615","","","801","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-24","","","","","62"
"104041308117W600","9021","5000","A","32316","00","9188-52136-17-3","OTH","","3491","2139","20170609","","","802.7","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-27","","","","","62"
"103041308117W600","9021","5000","A","32317","00","9196-52136-17-3","OTH","","3660.5","2133","20170620","","","805.3","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-30","","","","","62"
"108011308118W600","9021","5000","A","32387","00","17OF248340L","SEP","","4234.3","2385","20170812",".001",".791","790.6","47.32",".02005","","",".39",".19",".17","12.2","","","-12","","","A.S.T.M. D-86","356.9","00"
"106011308118W600","9021","5000","A","32388","00","17OF249828G","SEP","","3916","2237","20170816",".001",".79","789.6","47.56",".01906","","",".43",".18",".2","12.2","","","-15","","","A.S.T.M. D-86","357","00"
"104011308118W600","9021","5000","A","32389","00","17OF249828E","SEP","","4105.1","2230","20170816",".001",".789","788.3","47.85",".01931","","",".43",".19",".16","12.2","","","-18","","","A.S.T.M. D-86","356.7","00"
"106041508118W600","9021","5000","A","32391","00","9224-52136-17-3","OTH","","4516.4","2422","20170717","","","785.3","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-27","","","","","00"
"105041508118W600","9021","5000","A","32392","00","17OF246407D","SEP","","4090.8","2357","20170729",".001",".77","769.4","52.26",".01446","","",".54",".16",".15","12.1","","","-21","","","A.S.T.M. D-86","357","00"
"104041508118W600","9021","5000","A","32393","00","1875-52134-17-3","OTH","","4399.8","2272","20170716","","","786.7","","","","","0","0","0","","","Total Sulphur (Not Detected) < 0.50 g/kg.","-42","","","","","00"
